PrefabName	DisplayName	NameToken	ItemType	AutoPickup	InZNetScene	MaxStack	Weight
GoblinBruteBros_Attack	Brute sword	Brute sword	OneHandedWeapon	True	True	1	1
GoblinBruteBros_RageAttack	Brute sword	Brute sword	OneHandedWeapon	True	True	1	1
GoblinBrute_ArmGuard	Iron plate armor	Iron plate armor	Chest	True	True	1	1
GoblinBrute_Attack	Brute sword	Brute sword	OneHandedWeapon	True	True	1	1
GoblinBrute_Backbones	Iron plate armor	Iron plate armor	Helmet	True	True	1	1
GoblinBrute_ExecutionerCap	Iron plate armor	Iron plate armor	Helmet	True	True	1	1
GoblinBrute_HipCloth	Iron plate armor	Iron plate armor	Legs	True	True	1	1
GoblinBrute_LegBones	Iron plate armor	Iron plate armor	Utility	True	True	1	1
GoblinBrute_RageAttack	Brute sword	Brute sword	OneHandedWeapon	True	True	1	1
GoblinBrute_ShoulderGuard	Iron plate armor	Iron plate armor	Shoulder	True	True	1	1
GoblinBrute_Taunt	Brute taunt	Brute taunt	OneHandedWeapon	True	True	1	1
GoblinClub	Club	Club	OneHandedWeapon	False	True	1	1
GoblinClubDeepNorth	Club	Club	OneHandedWeapon	False	True	1	1
GoblinHelmet	Iron plate armor	Iron plate armor	Chest	False	True	1	1
GoblinKing_Beam	dragon breath	dragon breath	OneHandedWeapon	True	False	1	1
GoblinKing_Meteors	spawn	spawn	OneHandedWeapon	True	False	1	1
GoblinKing_Nova	slap	slap	OneHandedWeapon	True	False	1	1
GoblinKing_Taunt	scream	scream	OneHandedWeapon	True	False	1	1
GoblinLegband	Iron plate armor	Iron plate armor	Chest	False	True	1	1
GoblinLoin	Iron plate armor	Iron plate armor	Legs	False	True	1	1
GoblinShaman_attack_fireball	fireballattack	fireballattack	OneHandedWeapon	True	False	1	1
GoblinShaman_attack_fireball_hildir	fireballattack	fireballattack	OneHandedWeapon	True	False	1	1
GoblinShaman_attack_poke	Club	Club	OneHandedWeapon	True	True	1	1
GoblinShaman_attack_protect	heal	heal	OneHandedWeapon	True	False	1	1
GoblinShaman_attack_protect_hildir	heal	heal	OneHandedWeapon	True	False	1	1
GoblinShaman_Headdress_antlers	Club	Club	Helmet	True	True	1	1
GoblinShaman_Headdress_feathers	Club	Club	Helmet	True	True	1	1
GoblinShaman_Staff_Bones	Club	Club	Utility	True	True	1	1
GoblinShaman_Staff_Feathers	Club	Club	Utility	True	True	1	1
GoblinShaman_Staff_Hildir	Club	Club	Utility	True	True	1	1
GoblinShoulders	Iron plate armor	Iron plate armor	Chest	False	True	1	1
GoblinSpear	Flint spear	Flint spear	OneHandedWeapon	False	True	10	1
GoblinSpearDeepNorth	Flint spear	Flint spear	OneHandedWeapon	False	True	10	1
GoblinSword	Bronze sword	Bronze sword	OneHandedWeapon	False	True	1	1
GoblinSwordDeepNorth	Bronze sword	Bronze sword	OneHandedWeapon	False	True	1	1
GoblinTorch	Torch	Torch	OneHandedWeapon	False	True	1	1
GoblinTorchDeepNorth	Torch	Torch	OneHandedWeapon	False	True	1	1
GoblinTotem	Fuling Totem	$item_goblintotem	Misc	True	True	30	1
Gold	Bloodgold	$item_gold	Material	True	True	30	14
GoldOre	Petrified Tissue	$item_goldore	Material	True	True	30	14
GrapplingHook	Grappling Hook	$item_graplinghook	Bow	True	True	1	1.5
Grausten	Grausten	$item_grausten	Material	True	True	50	2
GreydwarfEye	Greydwarf Eye	$item_greydwarfeye	Material	True	True	50	0.2
Greydwarf_attack	jaws	jaws	OneHandedWeapon	True	False	1	1
Greydwarf_attack_frozen	jaws	jaws	OneHandedWeapon	True	False	1	1
Greydwarf_elite_attack	jaws	jaws	OneHandedWeapon	True	False	1	1
Greydwarf_shaman_attack	shaman attack	shaman attack	OneHandedWeapon	True	False	1	1
Greydwarf_shaman_heal	heal	heal	OneHandedWeapon	True	False	1	1
Greydwarf_throw	throw stone	throw stone	OneHandedWeapon	True	False	1	1
Greydwarf_throw_frozen	throw stone	throw stone	OneHandedWeapon	True	False	1	1
Greyling_attack	jaws	jaws	OneHandedWeapon	True	False	1	1
Guck	Guck	$item_guck	Material	True	True	50	0.5
Hair1	Windswept	$customization_hair01	Customization	True	False	1	1
Hair10	Side Swept	$customization_hair10	Customization	True	False	1	1
Hair10_2	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair11	Long Braid	$customization_hair11	Customization	True	False	1	1
Hair11_2	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair11_3	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair12	Matronly	$customization_hair12	Customization	True	False	1	1
Hair12_2	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair13	Twin Braids	$customization_hair13	Customization	True	False	1	1
Hair13_2	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair13_3	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair14	Speed Demon	$customization_hair14	Customization	True	False	1	1
Hair14_2	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair15	Pulled Back Curls	$customization_hair15	Customization	True	False	1	1
Hair15_2	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair15_3	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair16	Gathered Braids	$customization_hair16	Customization	True	False	1	1
Hair16_2	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair17	Neat Braids	$customization_hair17	Customization	True	False	1	1
Hair17_2	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair18	Royal Braids	$customization_hair18	Customization	True	False	1	1
Hair18_2	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair19	Painter Curls	$customization_hair19	Customization	True	False	1	1
Hair2	High Ponytail	$customization_hair02	Customization	True	False	1	1
Hair20	Tidy Curls	$customization_hair20	Customization	True	False	1	1
Hair21	Twin Buns	$customization_hair21	Customization	True	False	1	1
Hair21_2	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair22	Single Bun	$customization_hair22	Customization	True	False	1	1
Hair22_2	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair23	Short Curls	$customization_hair23	Customization	True	False	1	1
Hair24	Shaved and Braided	$customization_hair24	Customization	True	False	1	1
Hair24_2	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair24_3	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair25	Knot	$customization_hair25	Customization	True	False	1	1
Hair26	Short Locs	$customization_hair26	Customization	True	False	1	1
Hair27	Strength Braids	$customization_hair27	Customization	True	False	1	1
Hair27_2	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair27_3	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair28	Merchant's Braid	$customization_hair28	Customization	True	False	1	1
Hair28_2	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair28_3	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair29	Tucked Back	$customization_hair29	Customization	True	False	1	1
Hair29_2	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair3	Pigtails	$customization_hair03	Customization	True	False	1	1
Hair30	Loose Waves	$customization_hair30	Customization	True	False	1	1
Hair30_2	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair30_3	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair31	Gathered Locs	$customization_hair31	Customization	True	False	1	1
Hair31_2	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair31_3	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair32	Mullet	$customization_hair32	Customization	True	False	1	1
Hair32_2	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair32_3	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair33	Vinland Shave	$customization_hair33	Customization	True	False	1	1
Hair33_2	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair34	Castellan	$customization_hair34	Customization	True	False	1	1
Hair34_2	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair34_3	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair35	Champion	$customization_hair35	Customization	True	False	1	1
Hair35_2	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair35_3	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair36	Chronicler	$customization_hair36	Customization	True	False	1	1
Hair36_2	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair36_3	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair37	Sunbringer	$customization_hair37	Customization	True	False	1	1
Hair37_2	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair37_3	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair38	Masculine	$customization_hair38	Customization	True	False	1	1
Hair38_2	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair38_3	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair3_2	Pigtails	$customization_hair03	Customization	True	False	1	1
Hair3_3	Pigtails	$customization_hair03	Customization	True	False	1	1
Hair4	Low Ponytail	$customization_hair04	Customization	True	False	1	1
Hair4_2	Pigtails	$customization_hair03	Customization	True	False	1	1
Hair4_3	Pigtails	$customization_hair03	Customization	True	False	1	1
Hair5	Short	$customization_hair05	Customization	True	False	1	1
Hair5_2	Pigtails	$customization_hair03	Customization	True	False	1	1
Hair6	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair6_2	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair6_3	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair7	Dragonslayer	$customization_hair07	Customization	True	False	1	1
Hair7_2	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair8	Parted	$customization_hair08	Customization	True	False	1	1
Hair8_2	Long and Loose	$customization_hair06	Customization	True	False	1	1
Hair9	Old One-Eye	$customization_hair09	Customization	True	False	1	1
Hair9_2	Long and Loose	$customization_hair06	Customization	True	False	1	1
HairNone	No Hair	$customization_nohair	Customization	True	False	1	1
Hammer	Hammer	$item_hammer	Tool	True	True	1	2
HardAntler	Hard Antler	$item_hardantler	Material	True	True	50	2
HareMeat	Hare Meat	$item_hare_meat	Material	True	True	20	1
hatchling_spit_cold	cold ball	cold ball	OneHandedWeapon	True	False	1	1
HatefulBlood	Malicious Blood	$item_hatefulblood	Misc	True	True	50	1
HealthUpgrade_Bonemass	Bonemass heart	Bonemass heart	Consumable	True	True	1	1
HealthUpgrade_GDKing	Elder heart	Elder heart	Consumable	True	True	1	1
HelmetAshlandsMediumHood	Hood of Ask	$item_helmet_medium_ashlands	Helmet	True	True	1	1
HelmetBerserkerHood	Headdress of the Bear	$item_helmet_berserker	Helmet	True	True	1	1
HelmetBerserkerUndead	Vilebone Visage	$item_helmet_berserker_undead	Helmet	True	True	1	1
HelmetBronze	Bronze Helmet	$item_helmet_bronze	Helmet	True	True	1	3
HelmetCarapace	Carapace Helmet	$item_helmet_carapace	Helmet	True	True	1	3
HelmetCelebration	Celebratory Cap	$item_helmet_celebration	Helmet	True	True	1	3
HelmetCrownofValheim	Crown of Valheim	$item_helmet_crown_of_valheim	Helmet	True	True	1	1
HelmetDNHeavy	Helmet of the Protector	$item_helmet_heavy_deepnorth	Helmet	True	True	1	1
HelmetDNMage	Headdress of the Caller	$item_helmet_mage_deepnorth	Helmet	True	True	1	1
HelmetDNMediumHood	Hood of the Vanguard	$item_helmet_medium_deepnorth	Helmet	True	True	1	1
HelmetDrake	Drake Helmet	$item_helmet_drake	Helmet	True	True	1	3
HelmetDverger	Dverger Circlet	$item_helmet_dverger	Helmet	True	True	1	1
HelmetFenring	Fenris Hood	$item_helmet_fenris	Helmet	True	True	1	1
HelmetFishingHat	Fishing Hat	$item_helmet_fishinghat	Helmet	True	True	1	3
HelmetFlametal	Flametal Helmet	$item_helmet_flametal	Helmet	True	True	1	3
HelmetHat1	Blue Tied Headscarf	$item_helmet_hat1	Helmet	True	True	1	3
HelmetHat10	Simple Purple Cap	$item_helmet_hat10	Helmet	True	True	1	3
HelmetHat2	Green Twisted Headscarf	$item_helmet_hat2	Helmet	True	True	1	3
HelmetHat3	Brown Fur Cap	$item_helmet_hat3	Helmet	True	True	1	3
HelmetHat4	Extravagant Green Cap	$item_helmet_hat4	Helmet	True	True	1	3
HelmetHat5	Simple Red Cap	$item_helmet_hat5	Helmet	True	True	1	3
HelmetHat6	Yellow Tied Headscarf	$item_helmet_hat6	Helmet	True	True	1	3
HelmetHat7	Red Twisted Headscarf	$item_helmet_hat7	Helmet	True	True	1	3
HelmetHat8	Grey Fur Cap	$item_helmet_hat8	Helmet	True	True	1	3
HelmetHat9	Extravagant Orange Cap	$item_helmet_hat9	Helmet	True	True	1	3
HelmetIron	Iron Helmet	$item_helmet_iron	Helmet	True	True	1	3
HelmetLeather	Leather Helmet	$item_helmet_leather	Helmet	True	True	1	1
HelmetLox	Lox Fur Hood	$item_helmet_lox	Helmet	True	True	1	1
HelmetMage	Eitr-weave Hood	$item_helmet_mage	Helmet	True	True	1	1
HelmetMage_Ashlands	Hood of Embla	$item_helmet_mage_ashlands	Helmet	True	True	1	1
HelmetMidsummerCrown	Midsummer Crown	$item_helmet_midsummercrown	Helmet	True	True	1	1
HelmetOdin	Hood of Oden	$item_helmet_odin	Helmet	True	True	1	1
HelmetPadded	Padded Helmet	$item_helmet_padded	Helmet	True	True	1	3
HelmetPointyHat	Pointy Hat	$item_helmet_witchhat	Helmet	True	True	1	3
HelmetRoot	Root Mask	$item_helmet_root	Helmet	True	True	1	3
HelmetRootCrown	Crown of Roots	$item_helmet_rootcrown	Helmet	True	True	1	3
HelmetStrawHat	Straw Hat	$item_helmet_strawhat	Helmet	True	True	1	3
HelmetSweatBand	Headband	$item_helmet_sweatband	Helmet	True	True	1	1
HelmetTrollLeather	Troll Leather Hood	$item_helmet_trollleather	Helmet	True	True	1	1
HelmetYule	Yule Hat	$item_helmet_yule	Helmet	True	True	1	1
HildirKey_forestcrypt	Hildir's Brass Key	$item_hildirkey1	Misc	True	True	1	0.1
HildirKey_mountaincave	Hildir's Silver Key	$item_hildirkey2	Misc	True	True	1	0.1
HildirKey_plainsfortress	Hildir's Bronze Key	$item_hildirkey3	Misc	True	True	1	0.1
hive_attack_aoe	heal	heal	OneHandedWeapon	True	False	1	1
hive_attack_punch	slap	slap	OneHandedWeapon	True	False	1	1
hive_attack_ranged	dragon breath	dragon breath	OneHandedWeapon	True	False	1	1
hive_attack_throw	slime throw	slime throw	OneHandedWeapon	True	False	1	1
Hoe	Hoe	$item_hoe	Tool	True	True	1	2
Honey	Honey	$item_honey	Consumable	True	True	50	0.2
HoneyGlazedChicken	Honey Glazed Chicken	$item_honeyglazedchicken	Consumable	True	True	10	1
HoneyGlazedChickenUncooked	Uncooked Honey Glazed Chicken	$item_honeyglazedchickenuncooked	Material	True	True	10	1
Hook	Hook	$item_hook	Material	True	True	50	5
Ice	Ice	$item_ice	Material	True	True	50	1
IceShoes	[item_iceshoes]	$item_iceshoes	Utility	True	True	1	2
IceSkates	[item_iceskates]	$item_iceskates	Utility	True	True	1	2
imp_fireball_attack	fireballattack	fireballattack	OneHandedWeapon	True	False	1	1
Iron	Iron	$item_iron	Material	True	True	30	12
IronNails	Iron Nails	$item_ironnails	Material	True	True	100	0.5
IronOre	Iron Ore	$item_ironore	Material	True	True	30	10
Ironpit	Iron Pit	$item_ironpit	Material	True	True	10	10
IronScrap	Scrap Iron	$item_ironscrap	Material	True	True	30	10
JotunHairFemale	Iron plate armor	Iron plate armor	Helmet	False	True	1	1
JotunHairMale	Iron plate armor	Iron plate armor	Helmet	False	True	1	1
JotunHairMale2	Iron plate armor	Iron plate armor	Helmet	False	True	1	1
JotunHairMale3	Iron plate armor	Iron plate armor	Helmet	False	True	1	1
JotunHairMale4	Iron plate armor	Iron plate armor	Helmet	False	True	1	1
JotunHairMale5	Iron plate armor	Iron plate armor	Helmet	False	True	1	1
JotunHairMale6	Iron plate armor	Iron plate armor	Helmet	False	True	1	1
JotunHairMale7	Iron plate armor	Iron plate armor	Helmet	False	True	1	1
JotunHairMale8	Iron plate armor	Iron plate armor	Helmet	False	True	1	1
JotunWarrior1HAxe_attack_cleave	Charred Sword	Charred Sword	TwoHandedWeapon	False	True	1	1
JotunWarrior1HAxe_attack_dodge	Charred Sword	Charred Sword	TwoHandedWeapon	False	True	1	1
JotunWarrior1HAxe_attack_dodger	Charred Sword	Charred Sword	TwoHandedWeapon	False	True	1	1
JotunWarrior1HAxe_attack_slash	Charred Sword	Charred Sword	TwoHandedWeapon	False	True	1	1
JotunWarrior1HAxe_attack_slashdw	Charred Sword	Charred Sword	TwoHandedWeapon	False	True	1	1
JotunWarrior2HAxe_attack_charge	Charred Sword	Charred Sword	TwoHandedWeapon	False	True	1	1
JotunWarrior2HAxe_attack_cleave	Charred Sword	Charred Sword	TwoHandedWeapon	False	True	1	1
JotunWarrior2HAxe_attack_dodge	Charred Sword	Charred Sword	TwoHandedWeapon	False	True	1	1
JotunWarrior2HAxe_attack_slash	Charred Sword	Charred Sword	TwoHandedWeapon	False	True	1	1
JotunWarrior2HSword_attack_charge	Charred Sword	Charred Sword	TwoHandedWeapon	False	True	1	1
JotunWarrior2HSword_attack_cleave	Charred Sword	Charred Sword	TwoHandedWeapon	False	True	1	1
JotunWarrior2HSword_attack_dodge	Charred Sword	Charred Sword	TwoHandedWeapon	False	True	1	1
JotunWarrior2HSword_attack_slash	Charred Sword	Charred Sword	TwoHandedWeapon	False	True	1	1
JotunWarriorSword2h	Club	Club	OneHandedWeapon	False	True	1	1
JotunWarrior_attack_charge	Charred Sword	Charred Sword	TwoHandedWeapon	False	True	1	1
JotunWarrior_attack_cleave	Charred Sword	Charred Sword	TwoHandedWeapon	False	True	1	1
JotunWarrior_attack_dodge	Charred Sword	Charred Sword	TwoHandedWeapon	False	True	1	1
JotunWarrior_attack_slash	Charred Sword	Charred Sword	TwoHandedWeapon	False	True	1	1
JotunWarrior_attack_sword	Charred Sword	Charred Sword	TwoHandedWeapon	False	True	1	1
JotunWitch_attack_dodge	Charred Sword	Charred Sword	TwoHandedWeapon	False	True	1	1
JotunWitch_attack_dodge2	Charred Sword	Charred Sword	TwoHandedWeapon	False	True	1	1
JotunWitch_attack_dodge_down	Charred Sword	Charred Sword	TwoHandedWeapon	False	True	1	1
JotunWitch_attack_dodge_up	Charred Sword	Charred Sword	TwoHandedWeapon	False	True	1	1
JotunWitch_attack_lightningbolt	fireballattack	fireballattack	OneHandedWeapon	True	False	1	1
JotunWitch_attack_magicblast	StagAttack2	StagAttack2	OneHandedWeapon	True	False	1	1
JuteBlue	Blue Jute	$item_juteblue	Material	True	True	50	2
JuteRed	Red Jute	$item_jutered	Material	True	True	50	2
Kale	Kale	$item_kale	Consumable	True	True	50	0.1
KaleChips	Kale Chips	$item_kalechips	Consumable	True	True	10	1
KaleChipsUncooked	Raw Kale Chips	$item_kalechips_uncooked	Material	True	True	10	1
KaleSeeds	Kale Seeds	$item_kaleseeds	Material	True	True	100	0.1
KeysGoldUncooked	Cast: Intricate Key	$item_keys_gold_uncooked	Material	True	True	10	1
KnifeBlackMetal	Black Metal Knife	$item_knife_blackmetal	OneHandedWeapon	True	True	1	0.3
KnifeButcher	Butcher Knife	$item_knife_butcher	OneHandedWeapon	True	True	1	0.3
KnifeChitin	Abyssal Razor	$item_knife_chitin	OneHandedWeapon	True	True	1	0.3
KnifeCopper	Copper Knife	$item_knife_copper	OneHandedWeapon	True	True	1	0.3
KnifeFlint	Flint Knife	$item_knife_flint	OneHandedWeapon	True	True	1	0.3
KnifeGold	Nord Dagger	$item_knife_gold	OneHandedWeapon	True	True	1	0.3
KnifeGoldUncooked	Cast: Nord Dagger	$item_knife_gold_uncooked	Material	True	True	1	0.3
KnifeGold_BloodLightning	Thunderblood Dagger	$item_knife_gold_bloodlightning	OneHandedWeapon	True	True	1	0.3
KnifeGold_FrostFire	Frostfire Dagger	$item_knife_gold_frostfire	OneHandedWeapon	True	True	1	0.3
KnifeSilver	Silver Knife	$item_knife_silver	OneHandedWeapon	True	True	1	0.3
KnifeSkollAndHati	Skoll and Hati	$item_knife_skollandhati	TwoHandedWeapon	True	True	1	0.3
KnifeVoid	Voidcaller	$item_knife_void	OneHandedWeapon	True	True	1	0.3
KnifeWood	Wooden Knife	$item_knife_wood	OneHandedWeapon	True	True	1	0.3
Lantern	Dvergr Lantern	$item_lantern	Torch	True	True	1	2
Lantern_DN	Salvaged Lantern	$item_lanternDN	Torch	True	True	1	2
Lantern_hooded	Hooded Lantern	$piece_hoodedlantern	Torch	True	True	1	2
Larva	[item_larva]	$item_larva	Material	True	True	20	1
LastBossGate_RuneTile	[item_runetile]	$item_runetile	Material	True	True	3	0.5
LeatherScraps	Leather Scraps	$item_leatherscraps	Material	True	True	50	0.5
Leatherstraps	Leather Straps	$item_leatherstraps	Material	True	True	50	0.5
Leech_BiteAttack	jaws	jaws	OneHandedWeapon	True	False	1	1
LinenThread	Linen Thread	$item_linenthread	Material	True	True	50	2
Lingonberry	Lingonberries	$item_lingonberries	Consumable	True	True	50	0.1
Lingondricka	Lingonberry Juice	$item_lingondricka	Consumable	True	True	10	1
LoxMeat	Lox Meat	$item_loxmeat	Material	True	True	20	2
LoxPelt	Lox Pelt	$item_loxpelt	Material	True	True	50	1
LoxPie	Lox Meat Pie	$item_loxpie	Consumable	True	True	10	1
LoxPieUncooked	Unbaked Lox Pie	$item_loxpie_uncooked	Material	True	True	10	1
lox_bite	lox bite	lox bite	OneHandedWeapon	True	False	1	1
lox_stomp	slap	slap	OneHandedWeapon	True	False	1	1
MaceBronze	Bronze Mace	$item_mace_bronze	OneHandedWeapon	True	True	1	2
MaceEldner	Flametal Mace	$item_mace_eldner	OneHandedWeapon	True	True	1	2
MaceEldnerBlood	Bloodgeon	$item_mace_eldner_blood	OneHandedWeapon	True	True	1	2
MaceEldnerLightning	Storm Star	$item_mace_eldner_lightning	OneHandedWeapon	True	True	1	2
MaceEldnerNature	Klossen	$item_mace_eldner_nature	OneHandedWeapon	True	True	1	2
MaceGold	Nord Mace	$item_mace_gold	OneHandedWeapon	True	True	1	2
MaceGoldUncooked	Cast: Nord Mace	$item_mace_gold_uncooked	Material	True	True	1	2
MaceGold_BloodLightning	Thunderblood Mace	$item_mace_gold_bloodlightning	OneHandedWeapon	True	True	1	2
MaceGold_FrostFire	Frostfire Mace	$item_mace_gold_frostfire	OneHandedWeapon	True	True	1	2
MaceIron	Iron Mace	$item_mace_iron	OneHandedWeapon	True	True	1	2
MaceNeedle	Porcupine	$item_mace_needle	OneHandedWeapon	True	True	1	2
MaceSilver	Frostner	$item_mace_silver	OneHandedWeapon	True	True	1	2
MaceWood	Wooden Mace	$item_mace_wood	OneHandedWeapon	True	True	1	2
MagicallyStuffedShroom	Stuffed Mushroom	$item_magicallystuffedmushroom	Consumable	True	True	10	1
MagicallyStuffedShroomUncooked	Uncooked Stuffed Mushroom	$item_magicallystuffedmushroomuncooked	Material	True	True	10	1
Mandible	Mandible	$item_mandible	Material	True	True	50	0.5
MarinatedGreens	Marinated Greens	$item_marinatedgreens	Consumable	True	True	10	1
MashedMeat	Mashed Meat	$item_mashedmeat	Consumable	True	True	10	1
MeadBaseBugRepellent	Mead Base: Anti-Sting	$item_meadbasebugrepellent	Material	True	True	1	1
MeadBaseBzerker	Mead base: Berserkir	$item_meadbasebzerker	Material	True	True	1	1
MeadBaseEitrLingering	Mead Base: Lingering Eitr	$item_meadbaseeitr_lingering	Material	True	True	1	1
MeadBaseEitrMinor	Mead Base: Minor Eitr	$item_meadbaseeitr	Material	True	True	1	1
MeadBaseFrostResist	Mead Base: Frost Resistance	$item_meadbasefrostresist	Material	True	True	1	1
MeadBaseHasty	Mead base: Ratatosk	$item_meadbasehasty	Material	True	True	1	1
MeadBaseHealthLingering	Mead Base: Lingering Health	$item_meadbasehealth_lingering	Material	True	True	1	1
MeadBaseHealthMajor	Mead Base: Major Healing	$item_meadbasehealth_major	Material	True	True	1	1
MeadBaseHealthMedium	Mead Base: Medium Healing	$item_meadbasehealth_medium	Material	True	True	1	1
MeadBaseHealthMinor	Mead Base: Minor Healing	$item_meadbasehealth	Material	True	True	1	1
MeadBaseLightFoot	Mead Base: Lightfoot	$item_meadbaselightfoot	Material	True	True	1	1
MeadBasePoisonResist	Mead Base: Poison Resistance	$item_meadbasepoisonresist	Material	True	True	1	1
MeadBaseStaminaLingering	Mead Base: Lingering Stamina	$item_meadbasestamina_lingering	Material	True	True	1	1
MeadBaseStaminaMedium	Mead Base: Medium Stamina	$item_meadbasestamina_medium	Material	True	True	1	1
MeadBaseStaminaMinor	Mead Base: Minor Stamina	$item_meadbasestamina	Material	True	True	1	1
MeadBaseStrength	Mead Base: Troll Endurance	$item_meadbasestrength	Material	True	True	1	1
MeadBaseSwimmer	Mead Base: Vananidir	$item_meadbaseswimmer	Material	True	True	1	1
MeadBaseTamer	Mead Base: Animal Whispers	$item_meadbasetamer	Material	True	True	1	1
MeadBaseTasty	Mead Base: Tasty	$item_meadbasetasty	Material	True	True	1	1
MeadBugRepellent	Anti-Sting Concoction	$item_mead_bugrepellent	Consumable	True	True	10	1
MeadBzerker	Berserkir Mead	$item_mead_bzerker	Consumable	True	True	10	1
MeadEitrLingering	Lingering Eitr Mead	$item_mead_eitr_lingering	Consumable	True	True	10	1
MeadEitrMinor	Minor Eitr Mead	$item_mead_eitr_minor	Consumable	True	True	10	1
MeadFrostResist	Frost Resistance Mead	$item_mead_frostres	Consumable	True	True	10	1
MeadHasty	Tonic of Ratatosk	$item_mead_hasty	Consumable	True	True	10	1
MeadHealthLingering	Lingering Healing Mead	$item_mead_hp_lingering	Consumable	True	True	10	1
MeadHealthMajor	Major Healing Mead	$item_mead_hp_major	Consumable	True	True	10	1
MeadHealthMedium	Medium Healing Mead	$item_mead_hp_medium	Consumable	True	True	10	1
MeadHealthMinor	Minor Healing Mead	$item_mead_hp_minor	Consumable	True	True	10	1
MeadLightfoot	Lightfoot Mead	$item_mead_lightfoot	Consumable	True	True	10	1
MeadPoisonResist	Poison Resistance Mead	$item_mead_poisonres	Consumable	True	True	10	1
MeadStaminaLingering	Lingering Stamina Mead	$item_mead_stamina_lingering	Consumable	True	True	10	1
MeadStaminaMedium	Medium Stamina Mead	$item_mead_stamina_medium	Consumable	True	True	10	1
MeadStaminaMinor	Minor Stamina Mead	$item_mead_stamina_minor	Consumable	True	True	10	1
MeadStrength	Mead of Troll Endurance	$item_mead_strength	Consumable	True	True	10	1
MeadSwimmer	Draught of Vananidir	$item_mead_swimmer	Consumable	True	True	10	1
MeadTamer	Brew of Animal Whispers	$item_mead_tamer	Consumable	True	True	10	1
MeadTasty	Tasty Mead	$item_mead_tasty	Consumable	True	True	10	1
MeadTrollPheromones	Love Potion	$item_mead_trollpheromones	Consumable	True	True	10	1
MeatballsMashedPoteitr	Meatballs and Poteitr	$item_meatballsmashedpoteitr	Consumable	True	True	10	1
MeatPlatter	Meat Platter	$item_meatplatter	Consumable	True	True	10	1
MeatPlatterUncooked	Uncooked Meat Platter	$item_meatplatteruncooked	Material	True	True	10	1
MechanicalSpring	Mechanical Spring	$item_mechanicalspring	Material	True	True	10	5
MemorialCoal	Memorial Coal	$item_memorialcoal	Material	True	True	50	2
MinceMeatSauce	Minced Meat Sauce	$item_mincemeatsauce	Consumable	True	True	10	1
MisthareSupreme	Misthare Supreme	$item_mistharesupreme	Consumable	True	True	10	1
MisthareSupremeUncooked	Uncooked Misthare Supreme	$item_mistharesupremeuncooked	Material	True	True	10	1
Mistile_kamikaze	Mistile Kamikaze	Mistile Kamikaze	OneHandedWeapon	True	True	1	1
MoldArmorGoldChest	Mould: Breastplate of the Protector	$item_mold_armor_gold_chest	Material	True	True	10	1
MoldArmorGoldHelmet	Mould: Helmet of the Protector	$item_mold_armor_gold_helmet	Material	True	True	10	1
MoldArmorGoldLegs	Mould: Trousers of the Protector	$item_mold_armor_gold_legs	Material	True	True	10	1
